,state_abbr,year,population,violent_crime,homicide,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft
1104,TN,2000,5689283,40233,410,9465,28172,237985,56344,154111,27530
1105,TN,2001,5749398,42776,423,10219,29938,252992,59705,165015,28272
1106,TN,2002,5789796,41562,420,9413,29439,249399,61248,161610,26541
1107,TN,2003,5845208,40409,396,9413,28471,256565,63323,166769,26473
1108,TN,2004,5893298,41113,357,8863,29611,254991,60386,169828,24777
1109,TN,2005,5955745,45104,431,10009,32470,256093,61508,169357,25228
1110,TN,2006,6038803,46043,419,11143,32287,249860,63024,164183,22653
1111,TN,2007,6156719,46482,405,11033,32843,252342,61817,168807,21718
1112,TN,2008,6214888,44913,412,10804,31619,251089,65093,166793,19203
1113,TN,2009,6296254,41933,468,9653,29793,237157,63832,158309,15016
1114,TN,2010,6357436,38909,359,8361,28016,232855,64293,153729,14833
1115,TN,2011,6399787,38895,380,8082,28338,230900,62830,153928,14142
1116,TN,2012,6454914,41213,400,8151,30615,217925,56231,148731,12963
1117,TN,2013,6497269,38063,335,7333,27895,207683,51334,144443,11906
1118,TN,2014,6547779,39989,369,7268,29757,200911,46798,141464,12649
1119,TN,2015,6595056,40816,418,7499,30098,196047,43753,139259,13035
1120,TN,2016,6651194,42097,486,7813,31084,189835,40312,134404,15119
1121,TX,1995,18724000,124303,1693,33667,80380,940033,202642,632468,104923
1122,TX,1996,19128000,123270,1477,32804,80613,968732,204390,659414,104928
1123,TX,1997,19439000,117126,1327,30522,77266,948231,201059,645451,101721
1124,TX,1998,19760000,111566,1346,28677,73630,898496,194883,606967,96646
1125,TX,1999,20044141,112306,1217,29405,74070,896261,190362,613862,92037
1126,TX,2000,20851820,113653,1238,30257,74302,919658,188975,637522,93161
1127,TX,2001,21370983,122155,1332,35348,77306,976654,204362,669625,102667
1128,TX,2002,21736925,126018,1302,37580,78628,1004274,212602,688992,102680
1129,TX,2003,22103374,122246,1422,37017,75782,1016735,219877,698644,98214
1130,TX,2004,22471549,121554,1364,35817,75985,1010702,220118,696507,94077
1131,TX,2005,22928508,121091,1407,35790,75383,990293,219828,677042,93423
1132,TX,2006,23507783,121602,1386,37256,74531,959846,215710,648711,95425
1133,TX,2007,23904380,122014,1419,38778,73357,985421,228320,663101,94000
1134,TX,2008,24326974,123585,1370,37739,76421,969865,230046,654435,85384
1135,TX,2009,24782302,121684,1330,38022,74021,995082,240058,678455,76569
1136,TX,2010,25253466,113231,1249,32843,71517,951246,228597,654626,68023
1137,TX,2011,25631778,104734,1130,28620,67498,892810,215755,613131,63924
1138,TX,2012,26060796,106475,1148,30385,67227,876459,205002,606425,65032
1139,TX,2013,26505637,108757,1140,31810,65351,862289,191062,605440,65787
1140,TX,2014,26979078,109711,1192,31021,65862,813515,168085,577018,68412
1141,TX,2015,27429639,113193,1317,31924,67629,779234,153067,558653,67514
1142,TX,2016,27862596,121042,1478,33317,72880,768947,148740,551151,69056
1143,UT,1995,1951000,6415,76,1309,4196,112417,15623,89202,7592
1144,UT,1996,2000000,6638,63,1377,4362,113079,16965,87542,8572
1145,UT,1997,2059000,6878,50,1408,4443,116569,18335,89090,9144
1146,UT,1998,2100000,6599,65,1385,4274,109025,17070,84255,7700
1147,UT,1999,2129836,5869,44,1158,3861,100130,14592,78156,7382
1148,UT,2000,2233169,5711,43,1242,3563,94247,14348,73438,6461
1149,UT,2001,2278712,5314,67,1197,3154,90993,13804,70676,6513
1150,UT,2002,2318789,5488,47,1140,3358,97641,15124,74795,7722
1151,UT,2003,2352119,5889,60,1258,3652,100084,16961,75321,7802
1152,UT,2004,2420708,5647,46,1236,3398,97762,15225,74889,7648
1153,UT,2005,2490334,5612,56,1095,3541,95546,14971,72082,8493
1154,UT,2006,2550063,5771,51,1242,3587,89572,14721,66480,8371
1155,UT,2007,2645330,6347,59,1425,3928,93082,15594,68573,8915
1156,UT,2008,2736424,6165,41,1421,3788,92373,14766,70299,7308
1157,UT,2009,2784572,5998,39,1304,3714,91751,15258,69556,6937
1158,UT,2010,2775479,5925,53,1269,3620,88316,15095,67242,5979
1159,UT,2011,2814347,5547,50,1079,3517,84084,13170,64727,6187
1160,UT,2012,2854871,5939,52,1105,3807,86284,13095,67157,6032
1161,UT,2013,2902787,6644,51,1247,3824,88334,13727,67115,7492
1162,UT,2014,2944498,6464,66,1313,3538,85473,11656,66487,7330
1163,UT,2015,2990632,7138,57,1329,4048,89797,12606,68464,8727
1164,UT,2016,3051217,7407,72,1541,4274,90058,12836,67834,9388
1165,VT,1995,585000,692,13,64,450,19395,4451,14150,794
1166,VT,1996,589000,714,11,91,453,16973,3964,12124,885
1167,VT,1997,589000,705,9,79,461,15953,3611,11542,800
1168,VT,1998,591000,628,13,56,396,17924,3966,13084,874
1169,VT,1999,593740,676,17,65,458,16059,3537,11610,912
1170,VT,2000,608827,691,9,117,425,17494,3501,13184,809
1171,VT,2001,612978,644,7,107,423,16334,3150,12426,758
1172,VT,2002,616408,658,13,77,442,14942,3489,10684,769
1173,VT,2003,619343,707,15,62,504,13803,3017,10132,654
1174,VT,2004,621233,713,16,78,459,14559,3435,10537,587
1175,VT,2005,622387,782,8,76,545,14749,3185,10894,670
1176,VT,2006,623908,905,14,114,604,14920,3443,10857,620
1177,VT,2007,621254,802,13,79,582,14702,3200,10853,649
1178,VT,2008,621270,854,17,93,611,15903,3515,11802,586
1179,VT,2009,621760,837,8,111,586,15010,3471,11090,449
1180,VT,2010,625909,820,7,76,596,14160,3348,10373,439
1181,VT,2011,626592,925,11,99,669,15086,3838,10720,528
1182,VT,2012,625953,891,8,114,638,15653,4179,11014,460
1183,VT,2013,626855,775,10,75,554,13882,3352,10193,337
1184,VT,2014,626767,643,10,72,444,9721,2092,7375,254
1185,VT,2015,626088,747,10,105,482,9064,2034,6834,196
1186,VT,2016,624594,989,14,106,691,10602,2103,8217,282
1187,VA,1995,6618000,23921,503,8718,12901,240084,39388,181333,19363
1188,VA,1996,6675000,22782,500,8181,12318,242100,39255,184237,18608
1189,VA,1997,6734000,23249,488,8384,12558,237773,38475,180406,18892
1190,VA,1998,6791000,22115,422,7171,12712,226461,38094,170012,18355
1191,VA,1999,6872912,21626,392,6947,12567,210260,32411,159896,17953
1192,VA,2000,7078515,19943,401,6295,11631,194405,30434,146158,17813
1193,VA,2001,7196750,20939,364,6860,11945,207506,31604,157060,18842
1194,VA,2002,7287829,21256,388,6961,12068,207783,31757,157548,18478
1195,VA,2003,7365284,20490,416,6713,11554,200449,29105,153367,17977
1196,VA,2004,7481332,20608,390,6899,11503,200368,28759,154154,17455
1197,VA,2005,7564327,21434,458,7495,11718,200404,29829,154584,15991
1198,VA,2006,7642884,21683,403,7779,11672,190257,32166,143292,14799
1199,VA,2007,7712091,21035,415,7696,11131,191763,32028,145634,14101
1200,VA,2008,7769089,20031,370,7470,10397,196726,32188,151191,13347
1201,VA,2009,7882590,18195,370,6342,9911,194020,31956,150374,11690
1202,VA,2010,8023953,17184,376,5678,9550,187403,30804,145990,10609
1203,VA,2011,8104384,16014,304,5425,8694,182902,30656,142476,9770
1204,VA,2012,8186628,15676,322,4718,9131,178434,29651,139654,9129
1205,VA,2013,8270345,16355,320,4574,9111,171558,26717,136215,8626
1206,VA,2014,8328098,16522,350,4294,9462,161934,23210,131001,7723
1207,VA,2015,8367587,16705,390,4459,9357,157803,21542,128064,8197
1208,VA,2016,8411808,18302,484,4803,10278,156412,20018,126606,9788
1209,WA,1995,5431000,26300,275,7209,15602,314213,59265,224861,30087
1210,WA,1996,5533000,23857,255,6587,14187,303111,58512,215706,28893
1211,WA,1997,5610000,24724,244,6734,14864,307742,62064,213823,31855
1212,WA,1998,5689000,24380,224,6577,14839,309419,60446,213773,35200
1213,WA,1999,5756361,21716,171,5808,13026,280793,54652,192334,33807
1214,WA,2000,5894121,21788,196,5812,13043,279144,53476,190650,35018
1215,WA,2001,5993390,21258,179,5934,12545,287234,53024,195133,39077
1216,WA,2002,6067060,20964,184,5797,12249,288967,54948,193526,40493
1217,WA,2003,6131298,21272,182,5718,12509,291542,58271,192653,40618
1218,WA,2004,6207046,21330,190,5866,12417,300837,60632,196972,43233
1219,WA,2005,6291899,21745,205,5788,12941,307661,60343,198031,49287
1220,WA,2006,6395798,22303,197,6424,12934,288456,58843,183179,46434
1221,WA,2007,6468424,21768,174,6079,12862,261776,52874,170782,38120
1222,WA,2008,6549224,21888,193,6419,12623,249283,53136,167013,29134
1223,WA,2009,6664195,22412,190,6711,12928,245215,53047,168421,23747
1224,WA,2010,6742950,21138,154,5929,12476,249426,55192,168490,25744
1225,WA,2011,6823267,20152,163,5627,12042,244209,56561,162828,24820
1226,WA,2012,6895318,20553,217,5801,12285,254377,61376,166338,26663
1227,WA,2013,6973742,20223,167,5829,11623,259139,58487,172227,28425
1228,WA,2014,7063166,20185,178,5641,11586,261257,55381,175317,30559
1229,WA,2015,7160290,20505,218,5450,12059,249474,51114,171393,26967
1230,WA,2016,7288000,22023,195,5651,13100,254653,49180,173187,32286
1231,WV,1995,1828000,3842,89,781,2584,41093,10329,27724,3040
1232,WV,1996,1826000,3836,69,737,2672,41510,9979,28300,3231
1233,WV,1997,1816000,3971,75,782,2759,40868,10647,26934,3287
1234,WV,1998,1811000,4503,78,676,3410,41627,11110,27127,3390
1235,WV,1999,1806928,6336,79,661,5259,42825,10303,28760,3762
1236,WV,2000,1808344,5723,46,749,4597,41344,9890,28139,3315
1237,WV,2001,1800975,5035,40,707,3968,41085,9601,28268,3216
1238,WV,2002,1804884,4221,57,657,3179,41099,9677,27524,3898
1239,WV,2003,1811440,4627,73,701,3542,42370,10498,28409,3463
1240,WV,2004,1812548,5110,68,774,3922,46326,10994,31566,3766
1241,WV,2005,1814083,4968,82,816,3735,47757,11334,32603,3820
1242,WV,2006,1818470,5113,80,853,3776,47941,11579,32305,4057
1243,WV,2007,1812035,5016,65,847,3716,45620,10822,31321,3477
1244,WV,2008,1814468,5006,67,896,3654,45971,10840,31967,3164
1245,WV,2009,1819777,5554,84,914,4086,46215,12005,31453,2757
1246,WV,2010,1854368,5586,58,776,4390,41301,10778,28104,2419
1247,WV,2011,1854908,5497,87,802,4236,39009,10245,26656,2108
1248,WV,2012,1856680,5943,70,835,4623,44500,11466,30800,2234
1249,WV,2013,1853595,5657,62,653,4242,39929,9908,28055,1966
1250,WV,2014,1848751,5850,84,655,4517,38282,9368,26954,1960
1251,WV,2015,1841053,6397,85,783,4819,38694,9467,26984,2243
1252,WV,2016,1831102,6557,81,720,5099,37487,9301,25677,2509
1253,WI,1995,5123000,14399,219,5384,7602,184665,31416,134623,18626
1254,WI,1996,5160000,13039,204,4982,6767,184143,30356,135941,17846
1255,WI,1997,5170000,13988,205,5214,7521,176145,29503,131002,15640
1256,WI,1998,5224000,13009,190,4474,7308,172084,29740,128134,14210
1257,WI,1999,5250446,12908,179,4449,7225,160154,25633,120702,13819
1258,WI,2000,5363675,12700,169,4537,6829,159424,25183,119605,14636
1259,WI,2001,5405947,12486,192,4444,6708,166924,26927,125275,14722
1260,WI,2002,5439692,12238,154,4713,6134,164749,27926,123365,13458
1261,WI,2003,5474290,12104,183,4397,6322,157684,26546,118775,12363
1262,WI,2004,5503533,11548,154,4067,6191,146710,23854,111482,11374
1263,WI,2005,5527644,13367,206,4555,7471,147556,24448,110531,12577
1264,WI,2006,5556506,15899,165,5564,8937,156748,27038,115682,14028
1265,WI,2007,5601640,16330,185,5480,9438,159305,27890,117957,13458
1266,WI,2008,5627967,15507,146,5163,9070,155456,27459,116456,11541
1267,WI,2009,5654774,14650,146,4904,8482,147692,26813,111947,8932
1268,WI,2010,5691659,14167,155,4516,8305,142781,26636,107993,8152
1269,WI,2011,5709843,14268,138,4600,8340,139912,27167,104472,8273
1270,WI,2012,5724554,16254,169,4692,10165,140780,27931,104619,8230
1271,WI,2013,5742953,16118,163,4834,9285,125694,24358,93946,7390
1272,WI,2014,5759432,16763,159,5101,9826,120535,21375,89255,9905
1273,WI,2015,5767891,17549,240,5234,10270,114171,19602,83572,10997
1274,WI,2016,5778708,17679,229,4706,10765,111720,19425,82337,9958
1275,WY,1995,480000,1220,10,86,959,19517,2938,15774,805
1276,WY,1996,481000,1201,16,98,947,19261,3184,15408,669
1277,WY,1997,480000,1225,17,85,986,18843,2998,15198,647
1278,WY,1998,481000,1191,23,78,957,17124,2696,13759,669
1279,WY,1999,479602,1115,11,74,893,15468,2349,12523,596
1280,WY,2000,493782,1316,12,70,1074,14969,2078,12318,573
1281,WY,2001,493754,1272,9,84,1026,16120,2481,12943,696
1282,WY,2002,498830,1364,15,93,1108,16494,2448,13303,743
1283,WY,2003,502111,1314,14,84,1080,16648,2611,13239,798
1284,WY,2004,505887,1163,11,67,973,16889,2738,13352,799
1285,WY,2005,508798,1172,14,78,958,16070,2426,12905,739
1286,WY,2006,515004,1307,13,72,1071,15381,2322,12255,804
1287,WY,2007,522830,1344,21,84,1067,15053,2365,11875,813
1288,WY,2008,532668,1330,12,87,1046,14515,2198,11584,733
1289,WY,2009,544270,1196,11,78,935,14243,2176,11310,757
1290,WY,2010,564554,1117,8,77,870,13869,2151,11126,592
1291,WY,2011,567356,1245,18,71,1010,12878,1864,10493,521
1292,WY,2012,576626,1161,14,61,932,13222,2125,10513,584
1293,WY,2013,583223,1212,17,74,917,12809,1956,10275,578
1294,WY,2014,584304,1142,16,53,899,11477,1689,9185,603
1295,WY,2015,586555,1300,16,59,1054,11151,1762,8797,592
1296,WY,2016,585501,1430,20,59,1146,11460,1771,8889,800
