year,state,population,violent_crime,homicide,rape_legacy,robbery,aggravated_assault,property_crime,burglary,larceny,motor_vehicle_theft,total_crimes,crime_rate,,,,
2014,NM,2085567,12465,101,1070,2086,8797,73877,18505,49082,6290,172273,8.260247693,,,,
2014,NY,19748858,75972,616,4316,24036,45295,339113,50738,272624,15751,828461,4.194981806,,,,
2014,NC,9940387,32718,498,1738,8411,21377,285498,79266,192609,13623,635738,6.395505527,,,,
2014,ND,740040,2001,23,275,175,1421,15857,2751,11559,1547,35609,4.811766932,,,,
2014,OH,11596998,33130,464,3825,12780,14658,322517,79466,224942,18109,709891,6.121334159,,,,
2014,OK,3879610,16052,180,1361,3073,10937,117445,29963,76719,10763,266493,6.869066736,,,,
2014,OR,3971202,10294,84,1165,2270,6320,123142,18690,94177,10275,266417,6.708724462,,,,
2014,PA,12793767,40298,610,2785,13545,22304,246982,45718,188211,13053,573506,4.482698489,,,,
2014,RI,1054907,2320,26,264,530,1398,22982,4830,16317,1835,50502,4.787341443,,,,
2014,SC,4829160,24038,322,1522,4018,17513,168281,37163,118173,12945,383975,7.951175774,,,,
2014,SD,853304,2801,23,336,199,2101,16036,2817,12209,1010,37532,4.398432446,,,,
2014,TN,6547779,39989,369,1870,7268,29757,200911,46798,141464,12649,481075,7.347147789,,,,
2014,TX,26979078,109711,1192,8400,31021,65862,813515,168085,577018,68412,1843216,6.832019982,,,,
2014,UT,2944498,6464,66,1114,1313,3538,85473,11656,66487,7330,183441,6.229958383,,,,
2014,VT,626767,643,10,85,72,444,9721,2092,7375,254,20696,3.302024516,,,,
2014,VA,8328098,16522,350,1687,4294,9462,161934,23210,131001,7723,356183,4.276882909,,,,
2014,WA,7063166,20185,178,1999,5641,11586,261257,55381,175317,30559,562103,7.958230063,,,,
2014,WV,1848751,5850,84,417,655,4517,38282,9368,26954,1960,88087,4.76467626,,,,
2014,WI,5759432,16763,159,1216,5101,9826,120535,21375,89255,9905,274135,4.759757559,,,,
2014,WY,584304,1142,16,127,53,899,11477,1689,9185,603,25191,4.311283168,,,,
2013,AL,4833996,20834,346,1449,4645,13788,161835,42410,108862,10563,364732,7.545144845,,,,
2013,AK,737259,4709,34,657,623,3127,21211,2917,16599,1695,51572,6.995099416,,,,
2013,AZ,6634997,27576,355,2344,6656,17391,223294,48292,158036,16966,500910,7.549513587,,,,
2013,AR,2958765,13705,158,1135,2261,9796,106477,30369,70430,5678,240009,8.111796645,,,,
2013,CA,38431393,154739,1746,7464,53640,89029,1018907,232058,621557,165292,2344432,6.100304509,,,,
2013,CO,5272086,16099,174,2198,3136,9826,139974,25075,102375,12524,311381,5.906220043,,,,
2013,CT,3599341,9439,91,647,3551,4906,71274,12934,52099,6241,161182,4.478097518,,,,
2013,DE,925240,4633,41,278,1233,2960,29001,6299,21347,1355,67147,7.257252172,,,,
2013,DC,649111,8415,103,297,4082,3835,31097,3316,24547,3234,78926,12.15909143,,,,
2013,FL,19600311,91993,972,4765,23200,61054,607170,138915,433344,34911,1396324,7.123989002,,,,
2013,GA,9994759,37519,563,2022,12704,21361,339808,83459,229190,27159,753785,7.541802659,,,,
2013,HI,1408987,3585,32,366,934,2111,45266,7777,32928,4561,97560,6.924123501,,,,
2013,ID,1612843,3471,29,516,220,2548,30230,6693,21999,1538,67244,4.169283681,,,,
2013,IL,12890552,51956,722,3895,17733,28161,296048,59093,216059,20896,694563,5.388155604,,,,
2013,IN,6570713,23627,357,1623,7114,13915,187472,42754,130534,14184,421580,6.416046478,,,,
2013,IA,3092341,8443,41,873,937,6332,67976,15918,47803,4255,152578,4.934061282,,,,
2013,KS,2895801,9928,117,1003,1339,7177,85704,17476,61557,6671,190972,6.594790181,,,,
2013,KY,4399583,9280,172,951,3247,4215,104448,26331,72048,6069,226761,5.154147564,,,,
2013,LA,4629284,24127,494,1248,5539,16331,165679,41214,115300,9165,379097,8.189106566,,,,
2013,ME,1328702,1761,24,366,335,907,30454,6480,23063,911,64301,4.839384602,,,,
2013,MD,5938737,28235,384,1179,10048,16124,157918,31950,112551,13417,371806,6.260691457,,,,
2013,MA,6708874,27264,138,1722,6705,18118,137274,30716,97437,9121,328495,4.896425242,,,,
2013,MI,9898193,44757,625,4506,10093,27254,230135,56256,149794,24085,547505,5.531363149,,,,
2013,MN,5422060,12710,114,1453,3674,6908,131193,22713,100514,7966,287245,5.297709727,,,,
2013,MS,2992206,8303,217,726,2413,4649,81548,24969,52192,4387,179404,5.995710188,,,,
2013,MO,6044917,26216,369,1679,5486,18056,189655,38797,134514,16344,431116,7.131876252,,,,
2013,MT,1014864,2924,23,382,217,2217,26195,4122,20192,1881,58153,5.730127387,,,,
2013,NE,1868969,4949,56,621,1035,3011,49197,8945,35791,4461,108066,5.782118376,,,,
2013,NV,2791494,16888,163,1090,5183,10060,79177,23047,46132,9998,191738,6.868651697,,,,
2013,NH,1322616,2952,21,522,645,1708,30409,5283,24188,938,66666,5.04046526,,,,
2013,NJ,8911502,25748,404,861,12084,12071,167634,35883,118005,13746,386436,4.336373375,,,,
2013,NM,2086895,12990,123,1135,1832,9470,78958,21828,51146,5984,183466,8.791338328,,,,
2013,NY,19695680,77563,644,2575,27241,46130,358603,56444,286676,15483,871359,4.424112293,,,,
2013,NC,9848917,33587,463,1790,9275,21325,305631,90182,201043,14406,677702,6.880979909,,,,
2013,ND,723857,1979,16,288,161,1447,15356,2979,10942,1435,34603,4.780364077,,,,
2013,OH,11572005,33722,478,3594,14483,14370,338414,91090,227799,19525,743475,6.424772544,,,,
2013,OK,3853118,17187,198,1715,3023,11652,126418,33512,81624,11282,286611,7.438417406,,,,
2013,OR,3928068,9536,82,1000,2394,5596,125083,20808,94363,9912,268774,6.842396822,,,,
2013,PA,12781296,42825,611,2728,14739,23680,263176,52000,197410,13766,610935,4.779914337,,,,
2013,RI,1053354,2710,31,333,683,1547,25741,5621,17881,2239,56786,5.390970177,,,,
2013,SC,4771929,24263,305,1739,3965,17760,173261,40930,119730,12601,394554,8.268228635,,,,
2013,SD,845510,2733,18,454,156,2052,16274,3383,11955,936,37961,4.489716266,,,,
2013,TN,6497269,38063,335,1904,7333,27895,207683,51334,144443,11906,490896,7.555420593,,,,
2013,TX,26505637,108757,1140,7610,31810,65351,862289,191062,605440,65787,1939246,7.316353121,,,,
2013,UT,2902787,6644,51,926,1247,3824,88334,13727,67115,7492,189360,6.523385974,,,,
2013,VT,626855,775,10,113,75,554,13882,3352,10193,337,29291,4.672691452,,,,
2013,VA,8270345,16355,320,1476,4574,9111,171558,26717,136215,8626,374952,4.533692367,,,,
2013,WA,6973742,20223,167,2072,5829,11623,259139,58487,172227,28425,558192,8.004196312,,,,
2013,WV,1853595,5657,62,367,653,4242,39929,9908,28055,1966,90839,4.900692978,,,,
2013,WI,5742953,16118,163,1308,4834,9285,125694,24358,93946,7390,283096,4.929450058,,,,
2013,WY,583223,1212,17,144,74,917,12809,1956,10275,578,27982,4.797821759,,,,
2012,AL,4817528,21693,342,1296,5020,15035,168878,47481,111523,9874,381142,7.911567924,,,,
2012,AK,730307,4412,30,583,630,3169,20037,2950,15565,1522,48898,6.695540369,,,,
2012,AZ,6551149,28077,358,2282,7383,18054,231701,52911,159808,18982,519556,7.930761459,,,,
2012,AR,2949828,13851,174,1233,2310,10134,109389,32673,70982,5734,246480,8.355741419,,,,
2012,CA,37999878,160944,1884,7837,56521,94702,1049465,245767,635090,168608,2420818,6.370594137,,,,
2012,CO,5189458,15951,152,2122,3392,10285,139355,26163,101091,12101,310612,5.985442025,,,,
2012,CT,3591765,10183,117,933,3709,5424,77169,14787,55904,6478,174704,4.864015324,,,,
2012,DE,917053,5048,56,249,1498,3245,30707,7389,21880,1438,71510,7.797804489,,,,
2012,DC,633427,7866,88,236,4037,3505,30757,3519,23575,3663,77246,12.19493328,,,,
2012,FL,19320749,94087,1009,5260,23889,63929,632988,153563,442095,37330,1454150,7.526364532,,,,
2012,GA,9915646,37675,583,2143,12502,22447,339473,86992,223875,28606,754296,7.607129177,,,,
2012,HI,1390090,3378,21,279,1125,1953,43419,7653,31901,3865,93594,6.732945349,,,,
2012,ID,1595590,3348,30,495,243,2580,31825,7240,23203,1382,70346,4.408776691,,,,
2012,IL,12868192,53556,770,3581,19480,29725,332706,71100,235314,26292,772524,6.003360845,,,,
2012,IN,6537782,22544,307,1661,6601,13975,197994,47689,136668,13637,441076,6.746569402,,,,
2012,IA,3075039,8167,49,901,962,6255,70357,17201,49116,4040,157048,5.107187258,,,,
2012,KS,2885398,10292,85,1105,1493,7609,91066,18874,65413,6779,202716,7.025581913,,,,
2012,KY,4379730,9852,201,1312,3547,4792,112800,29877,76199,6724,245304,5.600893206,,,,
2012,LA,4602134,22839,489,1155,5458,15737,162673,42037,112764,7872,371024,8.061999064,,,,
2012,ME,1328501,1626,26,372,420,808,33398,7476,24931,991,70048,5.272709618,,,,
2012,MD,5884868,28086,373,1237,10173,16303,162309,33803,113550,14956,380790,6.470663403,,,,
2012,MA,6645303,27047,121,1650,6555,18721,143325,34635,99453,9237,340744,5.127591624,,,,
2012,MI,9882519,44962,701,4635,10423,29203,249249,65560,158609,25080,588422,5.954170187,,,,
2012,MN,5379646,12419,99,1638,3475,7207,138152,25378,104316,8458,301142,5.597803276,,,,
2012,MS,2986450,7769,213,819,2277,4460,83933,28084,51520,4329,183404,6.14120444,,,,
2012,MO,6024522,27189,390,1527,5782,19490,199813,42510,140971,16332,454004,7.535933971,,,,
2012,MT,1005494,2803,29,392,202,2180,26102,3920,20484,1698,57810,5.749412726,,,,
2012,NE,1855350,4802,52,710,1128,2912,51203,8745,38301,4157,112010,6.03713585,,,,
2012,NV,2754354,16763,124,931,4918,10790,77510,22120,45372,10018,188546,6.845380078,,,,
2012,NH,1321617,2841,15,486,471,1869,32074,5988,25024,1062,69830,5.283679008,,,,
2012,NJ,8867749,25727,388,1035,11385,12919,181481,42338,122662,16481,414416,4.673294204,,,,
2012,NM,2083540,11660,116,957,1847,8740,75094,21384,48247,5463,173508,8.327557906,,,,
2012,NY,19576125,79535,683,2837,28633,47382,375268,64389,293562,17317,909606,4.646506906,,,,
2012,NC,9748364,34464,479,1984,9392,22609,328594,99323,213151,16120,726116,7.448593426,,,,
2012,ND,701345,1723,25,279,127,1292,14297,2429,10687,1181,32040,4.56836507,,,,
2012,OH,11553031,34827,478,3813,15396,15140,370435,105312,245372,19751,810524,7.015682724,,,,
2012,OK,3815780,18102,220,1622,3248,13012,130969,36094,83131,11744,298142,7.813395951,,,,
2012,OR,3899801,9638,91,1159,2419,5969,126417,22051,94114,10252,272110,6.97753552,,,,
2012,PA,12764475,45384,707,3371,15735,25571,276562,57040,204409,15113,643892,5.044406448,,,,
2012,RI,1050304,2657,26,292,715,1614,27039,5929,18478,2632,59382,5.653791664,,,,
2012,SC,4723417,26474,332,1712,4511,19919,181049,45222,122340,13487,415046,8.786986201,,,,
2012,SD,834047,2701,23,600,157,1921,17326,3280,12973,1073,40054,4.802367253,,,,
2012,TN,6454914,41213,400,2047,8151,30615,217925,56231,148731,12963,518276,8.029169715,,,,
2012,TX,26060796,106475,1148,7715,30385,67227,876459,205002,606425,65032,1965868,7.543391998,,,,
2012,UT,2854871,5939,52,975,1105,3807,86284,13095,67157,6032,184446,6.460747263,,,,
2012,VT,625953,891,8,131,114,638,15653,4179,11014,460,33088,5.286019877,,,,
2012,VA,8186628,15676,322,1505,4718,9131,178434,29651,139654,9129,388220,4.742123375,,,,
2012,WA,6895318,20553,217,2250,5801,12285,254377,61376,166338,26663,549860,7.97439654,,,,
2012,WV,1856680,5943,70,415,835,4623,44500,11466,30800,2234,100886,5.433677317,,,,
2012,WI,5724554,16254,169,1228,4692,10165,140780,27931,104619,8230,314068,5.486331337,,,,
2012,WY,576626,1161,14,154,61,932,13222,2125,10513,584,28766,4.988675502,,,,
2011,AL,4803689,20166,299,1370,4906,13591,173192,51119,111411,10662,386716,8.050396268,,,,
2011,AK,723860,4416,30,436,576,3374,19094,2852,14854,1388,47020,6.495731219,,,,
2011,AZ,6467315,26789,397,2499,7145,16748,229896,54695,155400,19801,513370,7.937915503,,,,
2011,AR,2938582,14173,160,1230,2357,10426,110430,34016,70645,5769,249206,8.480484805,,,,
2011,CA,37683933,154943,1792,7665,54291,91195,973822,230075,596905,146842,2257530,5.990696353,,,,
2011,CO,5116302,16085,155,2285,3299,10346,132781,25725,96054,11002,297732,5.819281192,,,,
2011,CT,3586717,9889,129,689,3689,5382,77205,15468,55067,6670,174188,4.856474598,,,,
2011,DE,908137,5144,48,307,1558,3231,31163,7617,22001,1545,72614,7.995930129,,,,
2011,DC,619020,7433,108,173,4094,3058,29654,3850,21347,4457,74174,11.98248845,,,,
2011,FL,19082262,98198,984,5273,25622,66319,671200,170171,461408,39621,1538796,8.064012537,,,,
2011,GA,9812460,36762,549,2066,12266,21881,357235,96014,231543,29678,787994,8.030544838,,,,
2011,HI,1378129,3465,20,353,994,2098,43874,8165,31240,4469,94678,6.870039017,,,,
2011,ID,1583744,3202,35,444,188,2535,32875,6915,24629,1331,72154,4.555913077,,,,
2011,IL,12859752,54523,781,3030,20217,30495,344468,77719,237362,29387,797982,6.205267411,,,,
2011,IN,6516353,21619,306,1758,6977,12578,206016,50571,140630,14815,455270,6.986576694,,,,
2011,IA,3064097,7883,44,866,824,6149,72043,17573,50472,3998,159852,5.21693667,,,,
2011,KS,2870386,10209,111,1122,1448,7528,88655,18712,63259,6684,197728,6.888550878,,,,
2011,KY,4366814,10465,151,1499,3705,5110,119037,32750,79586,6701,259004,5.931189192,,,,
2011,LA,4574766,25373,506,1262,5235,18370,168529,46242,113174,9113,387804,8.477023743,,,,
2011,ME,1328544,1638,26,394,370,848,33829,7865,24886,1078,70934,5.339228509,,,,
2011,MD,5839572,28817,399,1200,10342,16876,166846,35823,114951,16072,391326,6.701278792,,,,
2011,MA,6607003,28232,184,1654,6768,19626,148829,36403,101644,10782,354122,5.359797778,,,,
2011,MI,9876801,43731,617,4344,10263,28507,251329,69755,156666,24908,590120,5.97480905,,,,
2011,MN,5347299,12323,75,2113,3385,6750,136183,25681,102354,8148,297012,5.554430377,,,,
2011,MS,2977457,8009,232,863,2496,4418,89809,30722,54179,4908,195636,6.570573479,,,,
2011,MO,6008984,26888,366,1469,6275,18778,199085,44875,138879,15331,451946,7.521171632,,,,
2011,MT,997667,2755,29,366,171,2189,23885,3347,19089,1449,53280,5.340459292,,,,
2011,NE,1842234,4672,68,699,993,2912,50894,8725,38060,4109,111132,6.032458417,,,,
2011,NV,2720028,15452,139,913,4308,10092,70075,20342,40156,9577,171054,6.288685264,,,,
2011,NH,1317807,2864,16,581,509,1758,32756,6244,25398,1114,71240,5.405950947,,,,
2011,NJ,8834773,27203,380,1006,12209,13608,189719,43238,129066,17415,433844,4.910641168,,,,
2011,NM,2078674,11904,158,856,1720,9170,73549,21419,46730,5400,170906,8.221876061,,,,
2011,NY,19501616,77463,769,2751,28405,45538,371837,65227,287361,19249,898600,4.60782327,,,,
2011,NC,9651103,33421,498,1959,9448,21516,337806,105534,215453,16819,742454,7.692944527,,,,
2011,ND,684740,1699,24,266,91,1318,13334,2458,9891,985,30066,4.390863685,,,,
2011,OH,11541007,35218,500,3679,15991,15048,380572,112901,246744,20927,831580,7.205437099,,,,
2011,OK,3784163,17311,212,1410,3288,12401,127618,36462,80064,11092,289858,7.659765185,,,,
2011,OR,3868229,9643,84,1239,2237,6083,121869,20704,92059,9106,263024,6.799597439,,,,
2011,PA,12743948,46189,639,3339,16165,26046,283442,57966,208604,16872,659262,5.173137869,,,,
2011,RI,1050646,2586,20,319,744,1503,27976,6836,18765,2375,61124,5.817754029,,,,
2011,SC,4673348,27894,320,1678,4631,21265,183243,47351,122255,13637,422274,9.035791899,,,,
2011,SD,823593,2105,20,503,167,1415,15299,2927,11423,949,34808,4.226359379,,,,
2011,TN,6399787,38895,380,2095,8082,28338,230900,62830,153928,14142,539590,8.431374357,,,,
2011,TX,25631778,104734,1130,7486,28620,67498,892810,215755,613131,63924,1995088,7.783650436,,,,
2011,UT,2814347,5547,50,901,1079,3517,84084,13170,64727,6187,179262,6.369577028,,,,
2011,VT,626592,925,11,146,99,669,15086,3838,10720,528,32022,5.110502528,,,,
2011,VA,8104384,16014,304,1591,5425,8694,182902,30656,142476,9770,397832,4.908849334,,,,
2011,WA,6823267,20152,163,2320,5627,12042,244209,56561,162828,24820,528722,7.748810064,,,,
2011,WV,1854908,5497,87,372,802,4236,39009,10245,26656,2108,89012,4.798728562,,,,
2011,WI,5709843,14268,138,1190,4600,8340,139912,27167,104472,8273,308360,5.400498753,,,,
2011,WY,567356,1245,18,146,71,1010,12878,1864,10493,521,28246,4.978531998,,,,
2010,AL,4785401,18363,275,1355,4864,11869,168828,42484,115564,10780,374382,7.823419605,,,,
2010,AK,714146,4537,31,533,594,3379,20259,3105,15535,1619,49592,6.944238293,,,,
2010,AZ,6413158,26528,408,2191,6953,16976,226802,50932,154137,21733,506660,7.900319936,,,,
2010,AR,2921588,14711,134,1321,2369,10887,103820,32463,65796,5561,237062,8.114148881,,,,
2010,CA,37338198,164133,1809,8331,58116,95877,981939,228857,600558,152524,2292144,6.138871512,,,,
2010,CO,5047692,16339,129,2230,3164,10816,135001,26196,97534,11271,302680,5.996403901,,,,
2010,CT,3575498,10083,133,595,3553,5802,78259,15145,56413,6701,176684,4.941521433,,,,
2010,DE,899792,5608,51,326,1839,3392,31078,7550,21593,1935,73372,8.154329,,,,
2010,DC,604912,8026,132,187,4325,3382,28802,4233,19514,5055,73656,12.17631656,,,,
2010,FL,18838613,101969,987,5373,26086,69523,669035,169119,458454,41462,1542008,8.185358444,,,,
2010,GA,9712157,39068,555,2107,12372,24034,353449,96947,226161,30341,785034,8.083003601,,,,
2010,HI,1363359,3603,25,377,1065,2136,45667,8706,31681,5280,98540,7.227736788,,,,
2010,ID,1571102,3464,22,533,213,2696,31436,6513,23594,1329,69800,4.442741464,,,,
2010,IL,12841980,57132,704,3066,20386,32976,349064,77472,242681,28911,812392,6.326064984,,,,
2010,IN,6490622,20983,268,1760,6559,12396,199274,48570,137204,13500,440514,6.786930436,,,,
2010,IA,3050202,8191,38,883,1012,6258,68740,16746,48194,3800,153862,5.044321655,,,,
2010,KS,2859143,10602,97,1146,1538,7821,89109,19315,63774,6020,199422,6.97488723,,,,
2010,KY,4347223,10604,188,1438,3748,5230,111170,30443,74488,6239,243548,5.602381106,,,,
2010,LA,4545343,25241,500,1230,5297,18214,165667,45437,110260,9970,381816,8.40015814,,,,
2010,ME,1327379,1621,24,389,412,796,32900,7364,24547,989,69042,5.201378054,,,,
2010,MD,5785681,31607,426,1228,11054,18899,173309,36704,118578,18027,409832,7.083556802,,,,
2010,MA,6555466,30737,214,1784,6897,21842,154496,37903,105124,11469,370466,5.651253473,,,,
2010,MI,9877143,48693,580,4733,11522,31858,271501,74345,169748,27408,640388,6.483534763,,,,
2010,MN,5310658,12515,96,1798,3388,7233,136431,24415,103429,8587,297892,5.609323741,,,,
2010,MS,2970072,7999,204,931,2777,4087,88596,30453,52784,5359,193190,6.504556119,,,,
2010,MO,5995715,27440,420,1445,6185,19390,200858,44197,140526,16135,456596,7.615371978,,,,
2010,MT,990958,2733,25,332,154,2222,25409,3692,20166,1551,56284,5.679756357,,,,
2010,NE,1830141,5093,54,674,1020,3345,48827,8318,36896,3613,107840,5.892442167,,,,
2010,NV,2704283,17929,158,965,5298,11508,75004,22286,42533,10185,185866,6.873023275,,,,
2010,NH,1316807,2204,13,411,450,1330,29230,5444,22789,997,62868,4.774275957,,,,
2010,NJ,8799593,27055,371,981,11818,13885,183042,38732,128754,15556,420194,4.775152669,,,,
2010,NM,2065913,12147,140,959,1616,9432,70776,21023,44503,5250,165846,8.027733985,,,,
2010,NY,19395206,76492,868,2797,28630,44197,379710,65839,293232,20639,912404,4.704275892,,,,
2010,NC,9560234,34679,474,2002,9620,22583,329202,102826,208057,18319,727762,7.612386893,,,,
2010,ND,674629,1548,10,245,90,1203,12010,2000,9137,873,27116,4.019394363,,,,
2010,OH,11537968,36306,479,3730,16486,15611,376836,107125,248581,21130,826284,7.161434318,,,,
2010,OK,3760184,18100,195,1469,3345,13091,129464,37848,81303,10313,295128,7.848764848,,,,
2010,OR,3838332,9648,96,1239,2421,5892,116657,20035,87494,9128,252610,6.581244145,,,,
2010,PA,12717722,46612,653,3472,16375,26112,276366,55206,204440,16720,645956,5.079180061,,,,
2010,RI,1052528,2709,29,298,782,1600,26959,6124,18432,2403,59336,5.637474728,,,,
2010,SC,4637106,27923,265,1551,5017,21090,181098,46261,121544,13293,418042,9.015148672,,,,
2010,SD,816598,2196,23,385,154,1634,15188,3192,11196,800,34768,4.257664114,,,,
2010,TN,6357436,38909,359,2173,8361,28016,232855,64293,153729,14833,543528,8.549484415,,,,
2010,TX,25253466,113231,1249,7622,32843,71517,951246,228597,654626,68023,2128954,8.430343779,,,,
2010,UT,2775479,5925,53,983,1269,3620,88316,15095,67242,5979,188482,6.790971937,,,,
2010,VT,625909,820,7,141,76,596,14160,3348,10373,439,29960,4.786638313,,,,
2010,VA,8023953,17184,376,1580,5678,9550,187403,30804,145990,10609,409174,5.099406739,,,,
2010,WA,6742950,21138,154,2579,5929,12476,249426,55192,168490,25744,541128,8.025092875,,,,
2010,WV,1854368,5586,58,362,776,4390,41301,10778,28104,2419,93774,5.056925055,,,,
2010,WI,5691659,14167,155,1191,4516,8305,142781,26636,107993,8152,313896,5.515017678,,,,
2010,WY,564554,1117,8,162,77,870,13869,2151,11126,592,29972,5.308969558,,,,
2009,AL,4708708,21194,322,1504,6265,13103,178007,48844,118072,11091,398402,8.460962115,,,,
2009,AK,698473,4424,22,513,654,3235,20538,3600,15251,1687,49924,7.147591961,,,,
2009,AZ,6595778,28128,380,2279,8199,17270,236721,54308,155976,26437,529698,8.030864592,,,,
2009,AR,2889450,14905,179,1378,2576,10772,109078,34753,68228,6097,247966,8.581771617,,,,
2009,CA,36961664,174934,1972,8713,64093,100156,1009433,230198,615402,163833,2368734,6.408623811,,,,
2009,CO,5024748,17022,159,2269,3371,11223,134196,26637,95079,12480,302436,6.01892871,,,,
2009,CT,3518288,10588,106,657,4001,5824,82625,15172,59992,7461,186426,5.298770311,,,,
2009,DE,885122,5713,41,395,1680,3597,29685,6943,20836,1906,70796,7.998445412,,,,
2009,DC,599657,8089,145,150,4404,3390,28495,3696,19267,5532,73168,12.20164194,,,,
2009,FL,18537969,113541,1017,5501,30911,76112,712010,181884,479867,50259,1651102,8.906595971,,,,
2009,GA,9829211,42073,566,2323,14631,24553,360985,98606,229216,33163,806116,8.201227952,,,,
2009,HI,1295178,3550,23,385,1030,2112,47516,9244,33415,4857,102132,7.885557043,,,,
2009,ID,1545801,3805,24,575,254,2952,31220,6682,23066,1472,70050,4.531631174,,,,
2009,IL,12910409,64185,773,3901,22923,36588,353347,77850,248821,26676,835064,6.4681452,,,,
2009,IN,6423113,21455,312,1621,7347,12175,199907,48880,137190,13837,442724,6.892670268,,,,
2009,IA,3007856,8485,38,890,1201,6356,70080,16419,49757,3904,157130,5.223986787,,,,
2009,KS,2818747,11460,125,1179,1786,8370,90930,19473,65499,5958,204780,7.264930127,,,,
2009,KY,4314113,11000,184,1531,3642,5643,108914,29880,72938,6096,239828,5.559149702,,,,
2009,LA,4492076,28878,529,1351,6150,20848,172619,46928,114102,11589,402994,8.971219543,,,,
2009,ME,1318301,1580,26,375,399,780,31706,6729,23955,1022,66572,5.049833081,,,,
2009,MD,5699478,33625,440,1156,12007,20022,182295,36905,125771,19619,431840,7.576834229,,,,
2009,MA,6593587,30503,173,1734,7467,21129,153178,34515,106799,11864,367362,5.571504554,,,,
2009,MI,9969727,49825,623,4524,12427,32251,284019,76046,178628,29345,667688,6.697154295,,,,
2009,MN,5266214,12874,74,1789,3619,7392,139286,25580,105160,8546,304320,5.778724526,,,,
2009,MS,2951996,8451,194,991,2969,4297,87327,29559,52329,5439,191556,6.489033183,,,,
2009,MO,5987580,29513,387,1606,7437,20083,201783,43591,140764,17428,462592,7.725859195,,,,
2009,MT,974989,2798,32,357,228,2181,24826,3686,19528,1612,55248,5.666525468,,,,
2009,NE,1796619,5199,41,617,1220,3321,49731,8726,37496,3509,109860,6.114819002,,,,
2009,NV,2643085,18639,156,1024,6028,11431,80976,22115,46463,12398,199230,7.537782553,,,,
2009,NH,1324575,2125,11,399,454,1261,28790,4915,22748,1127,61830,4.667912349,,,,
2009,NJ,8707739,27113,319,1041,11639,14114,180752,36945,128303,15504,415730,4.774258852,,,,
2009,NM,2009671,12709,198,1069,1932,9510,74639,21955,46182,6502,174696,8.692766129,,,,
2009,NY,19541453,75110,781,2582,28141,43606,377537,62769,292897,21871,905294,4.632685195,,,,
2009,NC,9380884,37946,489,2306,11825,23326,343707,107830,215923,19954,763306,8.136823779,,,,
2009,ND,646844,1723,12,296,107,1308,12813,2426,9474,913,29072,4.494437608,,,,
2009,OH,11542645,38305,527,4119,17670,15989,376446,104009,249777,22660,829502,7.18641178,,,,
2009,OK,3687050,18560,234,1535,3358,13433,132350,38071,83813,10466,301820,8.185948116,,,,
2009,OR,3825657,9968,88,1202,2499,6179,114780,19739,85064,9977,249496,6.521651052,,,,
2009,PA,12604767,48188,664,3626,17504,26394,277182,54772,204588,17822,650740,5.162649972,,,,
2009,RI,1053209,2678,32,296,785,1565,27558,5753,19403,2402,60472,5.741690396,,,,
2009,SC,4561242,30799,305,1663,5753,23078,178310,45443,119250,13617,418218,9.168950036,,,,
2009,SD,812383,1777,30,501,117,1129,14378,2621,10891,866,32310,3.9771881,,,,
2009,TN,6296254,41933,468,2019,9653,29793,237157,63832,158309,15016,558180,8.865271318,,,,
2009,TX,24782302,121684,1330,8311,38022,74021,995082,240058,678455,76569,2233532,9.012609079,,,,
2009,UT,2784572,5998,39,941,1304,3714,91751,15258,69556,6937,195498,7.020755793,,,,
2009,VT,621760,837,8,132,111,586,15010,3471,11090,449,31694,5.09746526,,,,
2009,VA,7882590,18195,370,1572,6342,9911,194020,31956,150374,11690,424430,5.384397768,,,,
2009,WA,6664195,22412,190,2583,6711,12928,245215,53047,168421,23747,535254,8.031787785,,,,
2009,WV,1819777,5554,84,470,914,4086,46215,12005,31453,2757,103538,5.689598231,,,,
2009,WI,5654774,14650,146,1118,4904,8482,147692,26813,111947,8932,324684,5.741767929,,,,
2009,WY,544270,1196,11,172,78,935,14243,2176,11310,757,30878,5.673287155,,,,
2008,AL,4661900,21110,351,1618,7346,11795,190416,50411,126539,13466,423052,9.074669126,,,,
2008,AK,686293,4475,27,447,645,3356,20090,3237,15225,1628,49130,7.15874998,,,,
2008,AZ,6500180,31567,462,2200,9809,19096,266653,58606,169460,38587,596440,9.175745902,,,,
2008,AR,2855390,14649,165,1463,2777,10244,110360,33912,69905,6543,250018,8.756001807,,,,
2008,CA,36756666,185329,2142,8903,69388,104896,1080996,237811,650656,192529,2532650,6.890314807,,,,
2008,CO,4939456,17480,165,2151,3404,11760,139340,28054,97937,13349,313640,6.349687091,,,,
2008,CT,3501252,10737,132,680,4043,5882,87210,15107,63212,8891,195894,5.594970028,,,,
2008,DE,873092,6187,57,371,1847,3912,31385,6783,22045,2557,75144,8.606653136,,,,
2008,DC,591833,8509,186,186,4430,3707,30211,3788,19958,6465,77440,13.08477222,,,,
2008,FL,18328340,126256,1168,5972,36268,82848,758889,188472,506902,63515,1770290,9.658757967,,,,
2008,GA,9685744,47353,640,2334,17808,26571,387917,100564,247709,39644,870540,8.987848533,,,,
2008,HI,1288198,3510,26,363,1085,2036,45944,9404,31424,5116,98908,7.678012231,,,,
2008,ID,1523816,3680,23,579,239,2839,31940,6748,23532,1660,71240,4.675105131,,,,
